"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"African Methodist Episcopal Church","Black Protestant","Methodist Family","1","128","0.25"
"African Methodist Episcopal Zion Church","Black Protestant","Methodist Family","1","128","0.25"
"American Association of Lutheran Churches","Evangelical Protestant","Lutheran Family","1","",""
"American Baptist Association","Evangelical Protestant","Baptist Family","7","826","1.61"
"American Baptist Churches in the U.S.A.","Mainline Protestant","Baptist Family","5","997","1.94"
"American Sikh Council","Other","Other Groups Family","2","",""
"Anglican Church in North America","Evangelical Protestant","Anglican/Episcopal Family","4","",""
"Antiochian Orthodox Christian Archdiocese of North America","Orthodox","Eastern Liturgical (Orthodox) Family","1","75","0.15"
"Assemblies of God, General Council of the","Evangelical Protestant","Pentecostal Family","34","15,432","30.00"
"Association of Reformed Baptist Churches of America","Evangelical Protestant","Baptist Family","1","",""
"Association of Vineyard Churches","Evangelical Protestant","Pentecostal Family","1","64","0.12"
"Baha'i Faith","Other","Other Groups Family","2","280","0.54"
"Buddhism, Mahayana","Buddhism","Buddhism Family","3","573","1.11"
"Buddhism, Theravada","Buddhism","Buddhism Family","2","695","1.35"
"Calvary Chapel","Evangelical Protestant","Pentecostal Family","3","",""
"Catholic Church","Catholic","Catholic Liturgical Family","18","107,529","209.02"
"Christian and Missionary Alliance","Evangelical Protestant","Holiness Family","2","168","0.33"
"Christian Church (Disciples of Christ)","Mainline Protestant","Restorationists Family","4","518","1.01"
"Christian Churches and Churches of Christ","Evangelical Protestant","Restorationists Family","3","1,705","3.31"
"Christian Methodist Episcopal Church","Black Protestant","Methodist Family","1","64","0.12"
"Christian Reformed Church in North America","Evangelical Protestant","Presbyterian/Reformed Family","2","1,043","2.03"
"Church of Christ, Scientist","Other Christians","Christian Science Family","1","",""
"Church of God (Anderson, Indiana)","Evangelical Protestant","Holiness Family","1","255","0.50"
"Church of God (Cleveland, Tennessee)","Evangelical Protestant","Pentecostal Family","4","380","0.74"
"Church of God in Christ","Black Protestant","Pentecostal Family","3","416","0.81"
"Church of God of Prophecy","Evangelical Protestant","Pentecostal Family","1","50","0.10"
"Church of Jesus Christ of Latter-day Saints","Latter-day Saints","Latter-day Saints (Mormonism) Family","31","13,859","26.94"
"Church of the Brethren","Evangelical Protestant","Friends/Brethren Family","3","452","0.88"
"Church of the Lutheran Confession","Evangelical Protestant","Lutheran Family","1","",""
"Church of the Nazarene","Evangelical Protestant","Holiness Family","13","2,339","4.55"
"Churches of Christ","Evangelical Protestant","Restorationists Family","19","1,899","3.69"
"Community of Christ","Evangelical Protestant","Latter-day Saints (Mormonism) Family","1","158","0.31"
"Conservative Baptist Association of America (CBAmerica)","Evangelical Protestant","Baptist Family","6","",""
"Conservative Judaism","Judaism","Judaism Family","1","364","0.71"
"Converge Worldwide","Evangelical Protestant","Baptist Family","1","480","0.93"
"Episcopal Church","Mainline Protestant","Anglican/Episcopal Family","3","480","0.93"
"Evangelical Covenant Church","Evangelical Protestant","Methodist Family","7","1,965","3.82"
"Evangelical Free Church of America","Evangelical Protestant","Methodist Family","4","827","1.61"
"Evangelical Friends Church International","Evangelical Protestant","Friends/Brethren Family","1","78","0.15"
"Evangelical Lutheran Church in America","Mainline Protestant","Lutheran Family","2","545","1.06"
"Federation of Zoroastrian Associations of North America","Other","Other Groups Family","0","15","0.03"
"Fellowship of Grace Brethren Churches","Mainline Protestant","Friends/Brethren Family","2","",""
"Free Methodist Church – USA","Evangelical Protestant","Holiness Family","3","343","0.67"
"General Association of Regular Baptist Churches","Evangelical Protestant","Baptist Family","2","",""
"Greek Orthodox Archdiocese of America","Orthodox","Eastern Liturgical (Orthodox) Family","1","550","1.07"
"Hinduism: Traditional Hindu Temples","Hinduism","Hinduism Family","1","2,000","3.89"
"Independent Fundamental Churches of America","Evangelical Protestant","Independent Fundamentalist Family","1","",""
"International Church of the Foursquare Gospel","Evangelical Protestant","Pentecostal Family","9","1,862","3.62"
"International Pentecostal Holiness Church","Evangelical Protestant","Pentecostal Family","3","518","1.01"
"Jehovah's Witnesses","Jehovah's Witnesses","Adventist Family","12","",""
"Lutheran Church-Missouri Synod (LCMS)","Evangelical Protestant","Lutheran Family","5","1,321","2.57"
"Lutheran Congregations in Mission for Christ","Evangelical Protestant","Lutheran Family","1","424","0.82"
"Missionary Church, The","Evangelical Protestant","Holiness Family","1","80","0.16"
"Muslim Estimate","Islam","Islam Family","1","1,109","2.16"
"National Association of Congregational Christian Churches","Mainline Protestant","Congregationalists (United Church of Christ) Family","1","95","0.18"
"National Association of Free Will Baptists","Evangelical Protestant","Baptist Family","4","235","0.46"
"National Missionary Baptist Convention of America","Black Protestant","Baptist Family","1","128","0.25"
"Non-denominational Christian Churches","Evangelical Protestant","Other Groups Family","42","18,265","35.50"
"North American Baptist Conference","Evangelical Protestant","Baptist Family","1","38","0.07"
"Orthodox Presbyterian Church","Evangelical Protestant","Presbyterian/Reformed Family","2","165","0.32"
"Pentecostal Church of God","Evangelical Protestant","Pentecostal Family","13","1,414","2.75"
"Presbyterian Church (U.S.A.)","Mainline Protestant","Presbyterian/Reformed Family","8","1,663","3.23"
"Progressive National Baptist Convention, Inc.","Black Protestant","Baptist Family","1","448","0.87"
"Reformed Baptist Church","Evangelical Protestant","Baptist Family","1","",""
"Reformed Church in America","Mainline Protestant","Presbyterian/Reformed Family","2","232","0.45"
"Reformed Church in the United States","Evangelical Protestant","Presbyterian/Reformed Family","1","77","0.15"
"Salvation Army","Evangelical Protestant","Holiness Family","3","1,336","2.60"
"Seventh-day Adventist Church","Evangelical Protestant","Adventist Family","9","3,870","7.52"
"Southern Baptist Convention","Evangelical Protestant","Baptist Family","35","7,784","15.13"
"Unitarian Universalist Association","Other Christians","Liberal Family","1","145","0.28"
"United Church of Christ","Mainline Protestant","Congregationalists (United Church of Christ) Family","1","269","0.52"
"United Methodist Church","Mainline Protestant","Methodist Family","7","2,931","5.70"
"United Pentecostal Church International","Evangelical Protestant","Pentecostal Family","12","",""
"Unity Churches, Association of","Other Christians","Other Groups Family","1","",""
"Wisconsin Evangelical Lutheran Synod","Evangelical Protestant","Lutheran Family","1","281","0.55"
" "," "," ","390.0","202,370.0"," "
