"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"African Methodist Episcopal Church","Black Protestant","Methodist Family","3","236","0.53"
"American Baptist Association","Evangelical Protestant","Baptist Family","1","162","0.36"
"American Baptist Churches in the U.S.A.","Mainline Protestant","Baptist Family","5","337","0.75"
"Anglican Province of Christ the King","Mainline Protestant","Anglican/Episcopal Family","1","",""
"Antiochian Orthodox Christian Archdiocese of North America","Orthodox","Eastern Liturgical (Orthodox) Family","2","367","0.82"
"Armenian Apostolic Church (Catholicosate of Etchmiadzin)","Orthodox","Eastern Liturgical (Orthodox) Family","1","400","0.89"
"Assemblies of God, General Council of the","Evangelical Protestant","Pentecostal Family","12","3,582","7.99"
"Association of Vineyard Churches","Evangelical Protestant","Pentecostal Family","3","740","1.65"
"Baha'i Faith","Other","Other Groups Family","3","336","0.75"
"Buddhism, Mahayana","Buddhism","Buddhism Family","3","4,189","9.35"
"Buddhism, Theravada","Buddhism","Buddhism Family","1","100","0.22"
"Buddhism, Vajrayana","Buddhism","Buddhism Family","5","2,450","5.47"
"Calvary Chapel","Evangelical Protestant","Pentecostal Family","1","",""
"Catholic Church","Catholic","Catholic Liturgical Family","17","146,869","327.67"
"Chabad Judaism","Judaism","","2","",""
"Christadelphians","Other Christians","Other Groups Family","1","",""
"Christian and Missionary Alliance","Evangelical Protestant","Holiness Family","1","167","0.37"
"Christian Church (Disciples of Christ)","Mainline Protestant","Restorationists Family","2","157","0.35"
"Christian Churches and Churches of Christ","Evangelical Protestant","Restorationists Family","1","48","0.11"
"Christian Methodist Episcopal Church","Black Protestant","Methodist Family","3","378","0.84"
"Christian Reformed Church in North America","Evangelical Protestant","Presbyterian/Reformed Family","2","43","0.10"
"Church of Christ, Scientist","Other Christians","Christian Science Family","3","",""
"Church of God (Anderson, Indiana)","Evangelical Protestant","Holiness Family","1","140","0.31"
"Church of God (Cleveland, Tennessee)","Evangelical Protestant","Pentecostal Family","2","85","0.19"
"Church of God in Christ","Black Protestant","Pentecostal Family","5","620","1.38"
"Church of God of Prophecy","Evangelical Protestant","Pentecostal Family","7","",""
"Church of Jesus Christ of Latter-day Saints","Latter-day Saints","Latter-day Saints (Mormonism) Family","14","8,162","18.21"
"Church of the Nazarene","Evangelical Protestant","Holiness Family","4","1,217","2.72"
"Churches of Christ","Evangelical Protestant","Restorationists Family","7","556","1.24"
"Community of Christ","Evangelical Protestant","Latter-day Saints (Mormonism) Family","1","",""
"Conservative Baptist Association of America (CBAmerica)","Evangelical Protestant","Baptist Family","3","",""
"Conservative Congregational Christian Conference","Evangelical Protestant","Presbyterian/Reformed Family","1","61","0.14"
"Converge Worldwide","Evangelical Protestant","Baptist Family","4","",""
"Coptic Orthodox Church","Orthodox","Eastern Liturgical (Orthodox) Family","1","70","0.16"
"ECO: A Covenant Order of Evangelical Presbyterians","Evangelical Protestant","Presbyterian/Reformed Family","5","",""
"Episcopal Church","Mainline Protestant","Anglican/Episcopal Family","7","2,852","6.36"
"Evangelical Covenant Church","Evangelical Protestant","Methodist Family","3","3,175","7.08"
"Evangelical Free Church of America","Evangelical Protestant","Methodist Family","6","",""
"Evangelical Lutheran Church in America","Mainline Protestant","Lutheran Family","6","1,448","3.23"
"Evangelical Presbyterian Church (1981)","Evangelical Protestant","Presbyterian/Reformed Family","1","",""
"Free Methodist Church – USA","Evangelical Protestant","Holiness Family","2","395","0.88"
"Friends General Conference","Mainline Protestant","Friends/Brethren Family","1","107","0.24"
"General Association of Regular Baptist Churches","Evangelical Protestant","Baptist Family","2","",""
"Grace Communion International","Evangelical Protestant","","1","",""
"Greek Orthodox Archdiocese of America","Orthodox","Eastern Liturgical (Orthodox) Family","2","300","0.67"
"Hindu Yoga and Meditation","Hinduism","","8","1,754","3.91"
"International Church of the Foursquare Gospel","Evangelical Protestant","Pentecostal Family","9","2,518","5.62"
"Jehovah's Witnesses","Jehovah's Witnesses","Adventist Family","27","6,500","14.50"
"Lutheran Church-Missouri Synod (LCMS)","Evangelical Protestant","Lutheran Family","8","885","1.97"
"Lutheran Congregations in Mission for Christ","Evangelical Protestant","Lutheran Family","1","170","0.38"
"Missionary Church, The","Evangelical Protestant","Holiness Family","1","136","0.30"
"Muslim Estimate","Islam","Islam Family","3","1,082","2.41"
"National Baptist Convention, USA, Inc.","Black Protestant","Baptist Family","3","922","2.06"
"National Missionary Baptist Convention of America","Black Protestant","Baptist Family","5","1,636","3.65"
"National Spiritualist Association of Churches","Other","Spiritualist Family","1","",""
"New Testament Association of Independent Baptist Churches","Evangelical Protestant","Baptist Family","1","",""
"Non-denominational Christian Churches","Evangelical Protestant","Other Groups Family","16","4,254","9.49"
"North American Lutheran Church","Evangelical Protestant","Lutheran Family","2","",""
"Open Bible Churches","Evangelical Protestant","Pentecostal Family","1","",""
"Orthodox Church in America, The","Orthodox","Eastern Liturgical (Orthodox) Family","2","115","0.26"
"Orthodox Judaism","Judaism","Judaism Family","1","60","0.13"
"Orthodox Presbyterian Church","Evangelical Protestant","Presbyterian/Reformed Family","2","",""
"Pentecostal Church of God","Evangelical Protestant","Pentecostal Family","1","",""
"Presbyterian Church (U.S.A.)","Mainline Protestant","Presbyterian/Reformed Family","6","1,076","2.40"
"Presbyterian Church in America","Evangelical Protestant","Presbyterian/Reformed Family","1","160","0.36"
"Reform Judaism","Judaism","Judaism Family","1","2,187","4.88"
"Russian Orthodox Church Outside of Russia, The","Orthodox","Eastern Liturgical (Orthodox) Family","1","60","0.13"
"Salvation Army","Evangelical Protestant","Holiness Family","2","177","0.39"
"Seventh-day Adventist Church","Evangelical Protestant","Adventist Family","5","875","1.95"
"Southern Baptist Convention","Evangelical Protestant","Baptist Family","21","1,282","2.86"
"The Church of God","Evangelical Protestant","","2","",""
"The Local Churches","Evangelical Protestant","","1","",""
"Unitarian Universalist Association","Other Christians","Liberal Family","2","650","1.45"
"United Church of Christ","Mainline Protestant","Congregationalists (United Church of Christ) Family","2","160","0.36"
"United Methodist Church","Mainline Protestant","Methodist Family","9","1,214","2.71"
"United Pentecostal Church International","Evangelical Protestant","Pentecostal Family","4","",""
"Unity Churches, Association of","Other Christians","Other Groups Family","3","",""
"Vedanta Society","Other","Other Groups Family","1","",""
"Wesleyan Church","Evangelical Protestant","Holiness Family","1","26","0.06"
"Wisconsin Evangelical Lutheran Synod","Evangelical Protestant","Lutheran Family","2","196","0.44"
" "," "," ","315.0","207,844.0"," "
