"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"African Methodist Episcopal Church","Black Protestant","Methodist Family","4","555","0.53"
"Alliance of Baptists","Mainline Protestant","Baptist Family","1","",""
"American Baptist Association","Evangelical Protestant","Baptist Family","5","572","0.55"
"American Baptist Churches in the U.S.A.","Mainline Protestant","Baptist Family","17","2,637","2.51"
"American Sikh Council","Other","Other Groups Family","3","",""
"Anglican Church in North America","Evangelical Protestant","Anglican/Episcopal Family","2","",""
"Antiochian Orthodox Christian Archdiocese of North America","Orthodox","Eastern Liturgical (Orthodox) Family","1","350","0.33"
"Apostolic Faith Mission of Portland, Oregon","Evangelical Protestant","Pentecostal Family","1","43","0.04"
"Assemblies of God, General Council of the","Evangelical Protestant","Pentecostal Family","22","10,764","10.26"
"Association of Vineyard Churches","Evangelical Protestant","Pentecostal Family","2","385","0.37"
"Baha'i Faith","Other","Other Groups Family","16","897","0.86"
"Buddhism, Mahayana","Buddhism","Buddhism Family","7","9,031","8.61"
"Buddhism, Theravada","Buddhism","Buddhism Family","3","641","0.61"
"Buddhism, Vajrayana","Buddhism","Buddhism Family","3","150","0.14"
"Calvary Chapel","Evangelical Protestant","Pentecostal Family","5","",""
"Catholic Church","Catholic","Catholic Liturgical Family","34","228,400","217.73"
"Christian and Missionary Alliance","Evangelical Protestant","Holiness Family","4","1,413","1.35"
"Christian Church (Disciples of Christ)","Mainline Protestant","Restorationists Family","5","592","0.56"
"Christian Churches and Churches of Christ","Evangelical Protestant","Restorationists Family","4","715","0.68"
"Christian Methodist Episcopal Church","Black Protestant","Methodist Family","3","867","0.83"
"Christian Reformed Church in North America","Evangelical Protestant","Presbyterian/Reformed Family","2","252","0.24"
"Church of Christ, Scientist","Other Christians","Christian Science Family","5","",""
"Church of God (Anderson, Indiana)","Evangelical Protestant","Holiness Family","2","0","0.00"
"Church of God (Cleveland, Tennessee)","Evangelical Protestant","Pentecostal Family","10","882","0.84"
"Church of God in Christ","Black Protestant","Pentecostal Family","13","1,838","1.75"
"Church of God of Prophecy","Evangelical Protestant","Pentecostal Family","3","164","0.16"
"Church of Jesus Christ of Latter-day Saints","Latter-day Saints","Latter-day Saints (Mormonism) Family","42","21,505","20.50"
"Church of the Nazarene","Evangelical Protestant","Holiness Family","4","1,326","1.26"
"Churches of Christ","Evangelical Protestant","Restorationists Family","20","2,489","2.37"
"Community of Christ","Evangelical Protestant","Latter-day Saints (Mormonism) Family","1","158","0.15"
"Conservative Baptist Association of America (CBAmerica)","Evangelical Protestant","Baptist Family","7","",""
"Conservative Judaism","Judaism","Judaism Family","1","840","0.80"
