"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"African Methodist Episcopal Zion Church","Black Protestant","Methodist Family","1","128","0.84"
"American Baptist Association","Evangelical Protestant","Baptist Family","2","237","1.55"
"American Baptist Churches in the U.S.A.","Mainline Protestant","Baptist Family","3","1,803","11.79"
"Anglican Church in North America","Evangelical Protestant","Anglican/Episcopal Family","2","",""
"Assemblies of God, General Council of the","Evangelical Protestant","Pentecostal Family","13","1,489","9.73"
"Baha'i Faith","Other","Other Groups Family","0","22","0.14"
"Buddhism, Mahayana","Buddhism","Buddhism Family","1","1,250","8.17"
"Calvary Chapel","Evangelical Protestant","Pentecostal Family","1","",""
"Catholic Church","Catholic","Catholic Liturgical Family","8","66,133","432.29"
"Christian Church (Disciples of Christ)","Mainline Protestant","Restorationists Family","1","184","1.20"
"Christian Reformed Church in North America","Evangelical Protestant","Presbyterian/Reformed Family","1","625","4.09"
"Church of God (Anderson, Indiana)","Evangelical Protestant","Holiness Family","2","93","0.61"
"Church of God in Christ","Black Protestant","Pentecostal Family","1","192","1.26"
"Church of Jesus Christ of Latter-day Saints","Latter-day Saints","Latter-day Saints (Mormonism) Family","5","2,362","15.44"
"Church of the Nazarene","Evangelical Protestant","Holiness Family","4","525","3.43"
"Churches of Christ","Evangelical Protestant","Restorationists Family","6","716","4.68"
"Conservative Baptist Association of America (CBAmerica)","Evangelical Protestant","Baptist Family","1","",""
"Episcopal Church","Mainline Protestant","Anglican/Episcopal Family","1","93","0.61"
"Evangelical Lutheran Church in America","Mainline Protestant","Lutheran Family","1","278","1.82"
"Independent Fundamental Churches of America","Evangelical Protestant","Independent Fundamentalist Family","1","",""
"International Church of the Foursquare Gospel","Evangelical Protestant","Pentecostal Family","3","174","1.14"
"International Pentecostal Holiness Church","Evangelical Protestant","Pentecostal Family","2","99","0.65"
"Jehovah's Witnesses","Jehovah's Witnesses","Adventist Family","4","",""
"Lutheran Church-Missouri Synod (LCMS)","Evangelical Protestant","Lutheran Family","1","150","0.98"
"Mennonite Brethren Churches, U.S. Conference of","Evangelical Protestant","Mennonite/Amish Family","1","51","0.33"
"Muslim Estimate","Islam","Islam Family","1","1,108","7.24"
"National Association of Free Will Baptists","Evangelical Protestant","Baptist Family","3","177","1.16"
"Non-denominational Christian Churches","Evangelical Protestant","Other Groups Family","11","2,651","17.33"
"Orthodox Presbyterian Church","Evangelical Protestant","Presbyterian/Reformed Family","1","91","0.59"
"Pentecostal Church of God","Evangelical Protestant","Pentecostal Family","9","979","6.40"
"Presbyterian Church (U.S.A.)","Mainline Protestant","Presbyterian/Reformed Family","3","464","3.03"
"Salvation Army","Evangelical Protestant","Holiness Family","1","159","1.04"
"Seventh-day Adventist Church","Evangelical Protestant","Adventist Family","6","1,451","9.48"
"Southern Baptist Convention","Evangelical Protestant","Baptist Family","5","347","2.27"
"United Methodist Church","Mainline Protestant","Methodist Family","4","764","4.99"
"United Pentecostal Church International","Evangelical Protestant","Pentecostal Family","1","",""
"United Reformed Churches in North America","Evangelical Protestant","Presbyterian/Reformed Family","1","",""
" "," "," ","112.0","84,795.0"," "
