"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"African Methodist Episcopal Church","Black Protestant","Methodist Family","1","434","0.53"
"American Baptist Association","Evangelical Protestant","Baptist Family","3","292","0.35"
"American Baptist Churches in the U.S.A.","Mainline Protestant","Baptist Family","2","415","0.50"
"Armenian Apostolic Church (Catholicosate of Etchmiadzin)","Orthodox","Eastern Liturgical (Orthodox) Family","1","300","0.36"
"Assemblies of God, General Council of the","Evangelical Protestant","Pentecostal Family","24","3,268","3.97"
"Association of Free Lutheran Congregations","Evangelical Protestant","Lutheran Family","1","",""
"Association of Vineyard Churches","Evangelical Protestant","Pentecostal Family","5","1,284","1.56"
"Baha'i Faith","Other","Other Groups Family","8","552","0.67"
"Buddhism, Mahayana","Buddhism","Buddhism Family","9","4,017","4.88"
"Buddhism, Vajrayana","Buddhism","Buddhism Family","2","528","0.64"
"Calvary Chapel","Evangelical Protestant","Pentecostal Family","9","",""
"Catholic Church","Catholic","Catholic Liturgical Family","20","232,571","282.48"
"Christian and Missionary Alliance","Evangelical Protestant","Holiness Family","3","74","0.09"
"Christian Church (Disciples of Christ)","Mainline Protestant","Restorationists Family","4","367","0.45"
"Christian Churches and Churches of Christ","Evangelical Protestant","Restorationists Family","9","3,625","4.40"
"Christian Reformed Church in North America","Evangelical Protestant","Presbyterian/Reformed Family","2","154","0.19"
"Church of Christ, Scientist","Other Christians","Christian Science Family","5","",""
"Church of God (Cleveland, Tennessee)","Evangelical Protestant","Pentecostal Family","9","962","1.17"
"Church of God General Conference (Abrahamic Faith, McDonough, GA)","Evangelical Protestant","Adventist Family","1","10","0.01"
"Church of God in Christ","Black Protestant","Pentecostal Family","1","62","0.08"
"Church of God of Prophecy","Evangelical Protestant","Pentecostal Family","3","115","0.14"
"Church of Jesus Christ of Latter-day Saints","Latter-day Saints","Latter-day Saints (Mormonism) Family","44","20,123","24.44"
"Church of the Nazarene","Evangelical Protestant","Holiness Family","6","796","0.97"
"Churches of Christ","Evangelical Protestant","Restorationists Family","16","1,755","2.13"
"Community of Christ","Evangelical Protestant","Latter-day Saints (Mormonism) Family","2","328","0.40"
"Conservative Baptist Association of America (CBAmerica)","Evangelical Protestant","Baptist Family","2","",""
"Conservative Judaism","Judaism","Judaism Family","2","1,755","2.13"
"Converge Worldwide","Evangelical Protestant","Baptist Family","7","1,890","2.30"
"Coptic Orthodox Church","Orthodox","Eastern Liturgical (Orthodox) Family","2","575","0.70"
"Episcopal Church","Mainline Protestant","Anglican/Episcopal Family","9","2,449","2.97"
"Evangelical Covenant Church","Evangelical Protestant","Methodist Family","2","508","0.62"
"Evangelical Free Church of America","Evangelical Protestant","Methodist Family","6","2,382","2.89"
"Evangelical Lutheran Church in America","Mainline Protestant","Lutheran Family","11","7,765","9.43"
"Federation of Zoroastrian Associations of North America","Other","Other Groups Family","0","14","0.02"
"Fellowship of Grace Brethren Churches","Mainline Protestant","Friends/Brethren Family","2","",""
"General Association of Regular Baptist Churches","Evangelical Protestant","Baptist Family","2","",""
"General Conference of the Church of God (Seventh Day)","Evangelical Protestant","Adventist Family","1","",""
"Greek Orthodox Archdiocese of America","Orthodox","Eastern Liturgical (Orthodox) Family","1","600","0.73"
"Hinduism: Hindu Post Renaissance","Hinduism","Hinduism Family","8","305","0.37"
"Hinduism: Indian-American Hindu Temple Associations","Hinduism","Hinduism Family","1","1,742","2.12"
"Hinduism: Traditional Hindu Temples","Hinduism","Hinduism Family","2","250","0.30"
"Independent Fundamental Churches of America","Evangelical Protestant","Independent Fundamentalist Family","1","",""
"Independent Yearly Meetings of Friends","Mainline Protestant","Friends/Brethren Family","2","0","0.00"
"International Church of the Foursquare Gospel","Evangelical Protestant","Pentecostal Family","25","4,384","5.32"
"International Churches of Christ","Evangelical Protestant","Baptist Family","0","396","0.48"
"International Pentecostal Holiness Church","Evangelical Protestant","Pentecostal Family","2","282","0.34"
"Jehovah's Witnesses","Jehovah's Witnesses","Adventist Family","14","",""
"Korean Presbyterian Church in America","Evangelical Protestant","Presbyterian/Reformed Family","1","",""
"Korean-American Presbyterian Church","Evangelical Protestant","Presbyterian/Reformed Family","1","",""
"Lutheran Church-Missouri Synod (LCMS)","Evangelical Protestant","Lutheran Family","12","4,296","5.22"
"Lutheran Congregations in Mission for Christ","Evangelical Protestant","Lutheran Family","1","67","0.08"
"Missionary Church, The","Evangelical Protestant","Holiness Family","6","3,049","3.70"
"Muslim Estimate","Islam","Islam Family","3","3,417","4.15"
"National Association of Free Will Baptists","Evangelical Protestant","Baptist Family","2","114","0.14"
"National Missionary Baptist Convention of America","Black Protestant","Baptist Family","1","0","0.00"
"New Apostolic Church USA","Other Christians","Other Groups Family","1","",""
"Non-denominational Christian Churches","Evangelical Protestant","Other Groups Family","58","34,105","41.42"
"Orthodox Church in America, The","Orthodox","Eastern Liturgical (Orthodox) Family","2","135","0.16"
"Orthodox Judaism","Judaism","Judaism Family","9","540","0.66"
"Orthodox Presbyterian Church","Evangelical Protestant","Presbyterian/Reformed Family","1","42","0.05"
"Pentecostal Church of God","Evangelical Protestant","Pentecostal Family","3","326","0.40"
"Presbyterian Church (U.S.A.)","Mainline Protestant","Presbyterian/Reformed Family","14","5,005","6.08"
"Presbyterian Church in America","Evangelical Protestant","Presbyterian/Reformed Family","1","58","0.07"
"Progressive National Baptist Convention, Inc.","Black Protestant","Baptist Family","1","1,490","1.81"
"Reform Judaism","Judaism","Judaism Family","3","3,154","3.83"
"Reformed Baptist Church","Evangelical Protestant","Baptist Family","1","",""
"Russian Orthodox Church Outside of Russia, The","Orthodox","Eastern Liturgical (Orthodox) Family","1","70","0.09"
"Salvation Army","Evangelical Protestant","Holiness Family","2","352","0.43"
"Seventh-day Adventist Church","Evangelical Protestant","Adventist Family","10","3,260","3.96"
"Southern Baptist Convention","Evangelical Protestant","Baptist Family","24","5,347","6.49"
"Unitarian Universalist Association","Other Christians","Liberal Family","3","673","0.82"
"United Church of Christ","Mainline Protestant","Congregationalists (United Church of Christ) Family","4","680","0.83"
"United Methodist Church","Mainline Protestant","Methodist Family","18","5,325","6.47"
"United Pentecostal Church International","Evangelical Protestant","Pentecostal Family","4","",""
"Unity Churches, Association of","Other Christians","Other Groups Family","2","",""
"Wesleyan Church","Evangelical Protestant","Holiness Family","1","52","0.06"
"Wisconsin Evangelical Lutheran Synod","Evangelical Protestant","Lutheran Family","1","96","0.12"
" "," "," ","483.0","368,982.0"," "
