"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"African Methodist Episcopal Zion Church","Black Protestant","Methodist Family","3","348","0.46"
"American Baptist Churches in the U.S.A.","Mainline Protestant","Baptist Family","11","682","0.89"
"American Sikh Council","Other","Other Groups Family","1","",""
"Anglican Catholic Church","Other Christians","Anglican/Episcopal Family","1","",""
"Assemblies of God, General Council of the","Evangelical Protestant","Pentecostal Family","24","2,922","3.82"
"Association of Vineyard Churches","Evangelical Protestant","Pentecostal Family","2","138","0.18"
"Baha'i Faith","Other","Other Groups Family","6","611","0.80"
"Buddhism, Mahayana","Buddhism","Buddhism Family","7","2,909","3.81"
"Buddhism, Theravada","Buddhism","Buddhism Family","3","2,910","3.81"
"Buddhism, Vajrayana","Buddhism","Buddhism Family","2","420","0.55"
"Calvary Chapel","Evangelical Protestant","Pentecostal Family","1","",""
"Catholic Church","Catholic","Catholic Liturgical Family","33","161,466","211.22"
"Chabad Judaism","Judaism","","3","",""
"Christadelphians","Other Christians","Other Groups Family","1","",""
"Christian and Missionary Alliance","Evangelical Protestant","Holiness Family","2","204","0.27"
"Christian Church (Disciples of Christ)","Mainline Protestant","Restorationists Family","2","84","0.11"
"Christian Churches and Churches of Christ","Evangelical Protestant","Restorationists Family","2","261","0.34"
"Christian Methodist Episcopal Church","Black Protestant","Methodist Family","3","306","0.40"
"Church of Christ, Scientist","Other Christians","Christian Science Family","2","",""
"Church of God (Anderson, Indiana)","Evangelical Protestant","Holiness Family","3","3,040","3.98"
"Church of God (Cleveland, Tennessee)","Evangelical Protestant","Pentecostal Family","9","1,313","1.72"
"Church of God in Christ","Black Protestant","Pentecostal Family","9","970","1.27"
"Church of Jesus Christ of Latter-day Saints","Latter-day Saints","Latter-day Saints (Mormonism) Family","22","13,882","18.16"
"Church of the Living God (Christian Workers for Fellowship)","Black Protestant","Pentecostal Family","1","",""
"Church of the Nazarene","Evangelical Protestant","Holiness Family","5","256","0.33"
"Churches of Christ","Evangelical Protestant","Restorationists Family","6","731","0.96"
"Conservative Baptist Association of America (CBAmerica)","Evangelical Protestant","Baptist Family","7","",""
"Conservative Judaism","Judaism","Judaism Family","1","972","1.27"
"Converge Worldwide","Evangelical Protestant","Baptist Family","5","",""
"Coptic Orthodox Church","Orthodox","Eastern Liturgical (Orthodox) Family","1","60","0.08"
"ECO: A Covenant Order of Evangelical Presbyterians","Evangelical Protestant","Presbyterian/Reformed Family","1","",""
"Episcopal Church","Mainline Protestant","Anglican/Episcopal Family","15","4,262","5.58"
"Evangelical Covenant Church","Evangelical Protestant","Methodist Family","5","788","1.03"
"Evangelical Free Church of America","Evangelical Protestant","Methodist Family","3","",""
"Evangelical Lutheran Church in America","Mainline Protestant","Lutheran Family","10","1,155","1.51"
"Every Nation","Evangelical Protestant","","1","",""
"Free Methodist Church – USA","Evangelical Protestant","Holiness Family","5","573","0.75"
"Friends General Conference","Mainline Protestant","Friends/Brethren Family","1","4","0.01"
"Greek Orthodox Archdiocese of America","Orthodox","Eastern Liturgical (Orthodox) Family","2","6,500","8.50"
"Hindu Yoga and Meditation","Hinduism","","3","470","0.61"
"Hindu, Traditional Temples","Hinduism","Hinduism Family","2","1,800","2.35"
"International Church of the Foursquare Gospel","Evangelical Protestant","Pentecostal Family","4","354","0.46"
"Jehovah's Witnesses","Jehovah's Witnesses","Adventist Family","24","4,632","6.06"
"Lutheran Church-Missouri Synod (LCMS)","Evangelical Protestant","Lutheran Family","8","1,164","1.52"
"Muslim Estimate","Islam","Islam Family","8","11,268","14.74"
"National Baptist Convention, USA, Inc.","Black Protestant","Baptist Family","2","880","1.15"
"National Missionary Baptist Convention of America","Black Protestant","Baptist Family","3","930","1.22"
"Non-denominational Christian Churches","Evangelical Protestant","Other Groups Family","21","10,280","13.45"
"North American Lutheran Church","Evangelical Protestant","Lutheran Family","1","",""
"Orthodox Church in America, The","Orthodox","Eastern Liturgical (Orthodox) Family","1","215","0.28"
"Orthodox Presbyterian Church","Evangelical Protestant","Presbyterian/Reformed Family","1","",""
"Pillar of Fire","Evangelical Protestant","Holiness Family","1","",""
"Presbyterian Church (U.S.A.)","Mainline Protestant","Presbyterian/Reformed Family","10","2,343","3.06"
"Reform Judaism","Judaism","Judaism Family","2","3,969","5.19"
"Reformed Church in America","Mainline Protestant","Presbyterian/Reformed Family","1","81","0.11"
"Russian Orthodox Church Outside of Russia, The","Orthodox","Eastern Liturgical (Orthodox) Family","1","400","0.52"
"Salvation Army","Evangelical Protestant","Holiness Family","2","117","0.15"
"Seventh-day Adventist Church","Evangelical Protestant","Adventist Family","9","1,492","1.95"
"Southern Baptist Convention","Evangelical Protestant","Baptist Family","37","3,096","4.05"
"The Local Churches","Evangelical Protestant","","1","",""
"Unitarian Universalist Association","Other Christians","Liberal Family","2","383","0.50"
"United Church of Christ","Mainline Protestant","Congregationalists (United Church of Christ) Family","15","2,127","2.78"
"United Methodist Church","Mainline Protestant","Methodist Family","12","3,161","4.14"
"United Pentecostal Church International","Evangelical Protestant","Pentecostal Family","8","",""
"Universal Fellowship of Metropolitan Community Churches","Mainline Protestant","Other Groups Family","1","69","0.09"
"Wisconsin Evangelical Lutheran Synod","Evangelical Protestant","Lutheran Family","1","124","0.16"
" "," "," ","402.0","257,122.0"," "
