"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"Advent Christian Church","Evangelical Protestant","Adventist Family","1","57","0.07"
"African Methodist Episcopal Church","Black Protestant","Methodist Family","3","1,182","1.35"
"African Methodist Episcopal Zion Church","Black Protestant","Methodist Family","1","192","0.22"
"American Baptist Churches in the U.S.A.","Mainline Protestant","Baptist Family","11","2,005","2.29"
"American Sikh Council","Other","Other Groups Family","1","",""
"Anglican Church in North America","Evangelical Protestant","Anglican/Episcopal Family","1","",""
"Anglican Province of Christ the King","Mainline Protestant","Anglican/Episcopal Family","1","",""
"Antiochian Orthodox Christian Archdiocese of North America","Orthodox","Eastern Liturgical (Orthodox) Family","1","350","0.40"
"Armenian Apostolic Church (Catholicosate of Cilicia)","Orthodox","Eastern Liturgical (Orthodox) Family","1","2,420","2.77"
"Armenian Apostolic Church (Catholicosate of Etchmiadzin)","Orthodox","Eastern Liturgical (Orthodox) Family","1","2,000","2.29"
"Armenian Evangelical Union of North America","Evangelical Protestant","Presbyterian/Reformed Family","1","",""
"Assemblies of God, General Council of the","Evangelical Protestant","Pentecostal Family","24","2,922","3.34"
"Baha'i Faith","Other","Other Groups Family","1","813","0.93"
"Buddhism, Mahayana","Buddhism","Buddhism Family","17","8,956","10.25"
"Buddhism, Theravada","Buddhism","Buddhism Family","3","2,870","3.28"
"Buddhism, Vajrayana","Buddhism","Buddhism Family","11","4,320","4.94"
"Catholic Church","Catholic","Catholic Liturgical Family","50","164,130","187.80"
"Chabad Judaism","Judaism","","9","",""
"Christian and Missionary Alliance","Evangelical Protestant","Holiness Family","3","800","0.92"
"Christian Brethren (Plymouth Brethren)","Evangelical Protestant","Independent Fundamentalist Family","1","",""
"Christian Church (Disciples of Christ)","Mainline Protestant","Restorationists Family","1","49","0.06"
"Christian Churches and Churches of Christ","Evangelical Protestant","Restorationists Family","1","28","0.03"
"Christian Methodist Episcopal Church","Black Protestant","Methodist Family","2","580","0.66"
"Christian Reformed Church in North America","Evangelical Protestant","Presbyterian/Reformed Family","1","331","0.38"
"Church of Christ (Holiness) U.S.A","Evangelical Protestant","Holiness Family","1","",""
"Church of Christ, Scientist","Other Christians","Christian Science Family","3","",""
"Church of God (Cleveland, Tennessee)","Evangelical Protestant","Pentecostal Family","4","336","0.38"
"Church of God in Christ","Black Protestant","Pentecostal Family","12","2,078","2.38"
"Church of God of Prophecy","Evangelical Protestant","Pentecostal Family","2","",""
"Church of Jesus Christ of Latter-day Saints","Latter-day Saints","Latter-day Saints (Mormonism) Family","5","2,915","3.34"
"Church of our Lord Jesus Christ of the Apostolic Faith, Inc.","Black Protestant","Pentecostal Family","1","180","0.21"
"Church of the Nazarene","Evangelical Protestant","Holiness Family","9","416","0.48"
"Churches of Christ","Evangelical Protestant","Restorationists Family","7","807","0.92"
"Community of Christ","Evangelical Protestant","Latter-day Saints (Mormonism) Family","1","",""
"Conservative Baptist Association of America (CBAmerica)","Evangelical Protestant","Baptist Family","1","",""
"Conservative Judaism","Judaism","Judaism Family","3","1,285","1.47"
"Converge Worldwide","Evangelical Protestant","Baptist Family","3","",""
"Coptic Orthodox Church","Orthodox","Eastern Liturgical (Orthodox) Family","1","55","0.06"
"Cumberland Presbyterian Church","Evangelical Protestant","Presbyterian/Reformed Family","3","720","0.82"
"Episcopal Church","Mainline Protestant","Anglican/Episcopal Family","16","5,685","6.50"
"Eritrean Orthodox Church","Orthodox","Eastern Liturgical (Orthodox) Family","1","150","0.17"
"Ethiopian Orthodox Church","Orthodox","Eastern Liturgical (Orthodox) Family","1","450","0.51"
"Evangelical Covenant Church","Evangelical Protestant","Methodist Family","3","393","0.45"
"Evangelical Free Church of America","Evangelical Protestant","Methodist Family","4","",""
"Evangelical Lutheran Church in America","Mainline Protestant","Lutheran Family","10","1,356","1.55"
"Evangelical Presbyterian Church (1981)","Evangelical Protestant","Presbyterian/Reformed Family","1","",""
"Free Methodist Church – USA","Evangelical Protestant","Holiness Family","2","112","0.13"
"Friends General Conference","Mainline Protestant","Friends/Brethren Family","1","238","0.27"
"Full Gospel Baptist Church Fellowship International","Black Protestant","Baptist Family","2","360","0.41"
