"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"American Baptist Churches in the U.S.A.","Mainline Protestant","Baptist Family","4","752","1.71"
"Anglican Church in North America","Evangelical Protestant","Anglican/Episcopal Family","1","",""
"Assemblies of God, General Council of the","Evangelical Protestant","Pentecostal Family","18","1,715","3.91"
"Association of Free Lutheran Congregations","Evangelical Protestant","Lutheran Family","1","140","0.32"
"Association of Vineyard Churches","Evangelical Protestant","Pentecostal Family","1","80","0.18"
"Baha'i Faith","Other","Other Groups Family","2","1,457","3.32"
"Buddhism, Mahayana","Buddhism","Buddhism Family","8","4,562","10.39"
"Buddhism, Theravada","Buddhism","Buddhism Family","1","1,296","2.95"
"Calvary Chapel","Evangelical Protestant","Pentecostal Family","3","",""
"Catholic Church","Catholic","Catholic Liturgical Family","21","203,884","464.39"
"Chabad Judaism","Judaism","","1","",""
"Christian and Missionary Alliance","Evangelical Protestant","Holiness Family","1","111","0.25"
"Christian Church (Disciples of Christ)","Mainline Protestant","Restorationists Family","1","60","0.14"
"Christian Churches and Churches of Christ","Evangelical Protestant","Restorationists Family","1","151","0.34"
"Christian Methodist Episcopal Church","Black Protestant","Methodist Family","2","240","0.55"
"Church of Christ, Scientist","Other Christians","Christian Science Family","2","",""
"Church of God (Anderson, Indiana)","Evangelical Protestant","Holiness Family","1","50","0.11"
"Church of God (Cleveland, Tennessee)","Evangelical Protestant","Pentecostal Family","4","53","0.12"
"Church of God in Christ","Black Protestant","Pentecostal Family","3","484","1.10"
"Church of God of Prophecy","Evangelical Protestant","Pentecostal Family","1","",""
"Church of Jesus Christ of Latter-day Saints","Latter-day Saints","Latter-day Saints (Mormonism) Family","11","6,413","14.61"
"Church of the Nazarene","Evangelical Protestant","Holiness Family","7","352","0.80"
"Churches of Christ","Evangelical Protestant","Restorationists Family","8","384","0.87"
"Community of Christ","Evangelical Protestant","Latter-day Saints (Mormonism) Family","1","",""
"Conservative Baptist Association of America (CBAmerica)","Evangelical Protestant","Baptist Family","8","",""
"Conservative Judaism","Judaism","Judaism Family","1","2,055","4.68"
"Coptic Orthodox Church","Orthodox","Eastern Liturgical (Orthodox) Family","1","200","0.46"
"ECO: A Covenant Order of Evangelical Presbyterians","Evangelical Protestant","Presbyterian/Reformed Family","3","",""
"Episcopal Church","Mainline Protestant","Anglican/Episcopal Family","13","1,896","4.32"
"Evangelical Covenant Church","Evangelical Protestant","Methodist Family","2","4","0.01"
"Evangelical Lutheran Church in America","Mainline Protestant","Lutheran Family","6","576","1.31"
"Friends General Conference","Mainline Protestant","Friends/Brethren Family","2","45","0.10"
"Grace Gospel Fellowship","Evangelical Protestant","Independent Fundamentalist Family","1","",""
"Greek Orthodox Archdiocese of America","Orthodox","Eastern Liturgical (Orthodox) Family","1","100","0.23"
"Hindu Yoga and Meditation","Hinduism","","5","1,126","2.56"
"International Church of the Foursquare Gospel","Evangelical Protestant","Pentecostal Family","2","138","0.31"
"Jehovah's Witnesses","Jehovah's Witnesses","Adventist Family","27","6,784","15.45"
"Lutheran Church-Missouri Synod (LCMS)","Evangelical Protestant","Lutheran Family","3","219","0.50"
"Muslim Estimate","Islam","Islam Family","4","2,048","4.66"
"National Association of Congregational Christian Churches","Mainline Protestant","Congregationalists (United Church of Christ) Family","1","53","0.12"
"National Association of Free Will Baptists","Evangelical Protestant","Baptist Family","2","38","0.09"
"National Baptist Convention of America International, Inc.","Black Protestant","Baptist Family","1","300","0.68"
"National Baptist Convention, USA, Inc.","Black Protestant","Baptist Family","2","320","0.73"
"National Missionary Baptist Convention of America","Black Protestant","Baptist Family","3","766","1.74"
"Non-denominational Christian Churches","Evangelical Protestant","Other Groups Family","24","13,720","31.25"
"Orthodox Presbyterian Church","Evangelical Protestant","Presbyterian/Reformed Family","1","",""
"Pentecostal Church of God","Evangelical Protestant","Pentecostal Family","11","",""
"Presbyterian Church (U.S.A.)","Mainline Protestant","Presbyterian/Reformed Family","6","726","1.65"
"Presbyterian Church in America","Evangelical Protestant","Presbyterian/Reformed Family","1","50","0.11"
"Reform Judaism","Judaism","Judaism Family","2","1,971","4.49"
"Russian Orthodox Church Outside of Russia, The","Orthodox","Eastern Liturgical (Orthodox) Family","1","75","0.17"
"Salvation Army","Evangelical Protestant","Holiness Family","2","126","0.29"
"Seventh-day Adventist Church","Evangelical Protestant","Adventist Family","6","1,486","3.38"
"Southern Baptist Convention","Evangelical Protestant","Baptist Family","21","3,017","6.87"
"The Local Churches","Evangelical Protestant","","1","",""
"Unitarian Universalist Association","Other Christians","Liberal Family","1","314","0.72"
"United Church of Christ","Mainline Protestant","Congregationalists (United Church of Christ) Family","4","378","0.86"
"United Methodist Church","Mainline Protestant","Methodist Family","10","1,335","3.04"
"United Pentecostal Church International","Evangelical Protestant","Pentecostal Family","3","",""
"Unity Churches, Association of","Other Christians","Other Groups Family","1","",""
" "," "," ","287.0","262,050.0"," "
