"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"African Methodist Episcopal Church","Black Protestant","Methodist Family","34","41,521","4.23"
"African Methodist Episcopal Zion Church","Black Protestant","Methodist Family","11","1,626","0.17"
"American Association of Lutheran Churches","Evangelical Protestant","Lutheran Family","1","",""
"American Baptist Association","Evangelical Protestant","Baptist Family","11","1,307","0.13"
"American Baptist Churches in the U.S.A.","Mainline Protestant","Baptist Family","180","49,515","5.04"
"American Sikh Council","Other","Other Groups Family","14","",""
"Anglican Church in North America","Evangelical Protestant","Anglican/Episcopal Family","8","",""
"Antiochian Orthodox Christian Archdiocese of North America","Orthodox","Eastern Liturgical (Orthodox) Family","6","3,565","0.36"
"Apostolic Christian Church of America","Evangelical Protestant","Froehlich Churches Family","1","78","0.01"
"Apostolic Faith Mission of Portland, Oregon","Evangelical Protestant","Pentecostal Family","1","43","0.00"
"Apostolic Lutheran Church of America","Evangelical Protestant","Lutheran Family","1","",""
"Armenian Apostolic Church (Catholicosate of Cilicia)","Orthodox","Eastern Liturgical (Orthodox) Family","7","4,100","0.42"
"Armenian Apostolic Church (Catholicosate of Etchmiadzin)","Orthodox","Eastern Liturgical (Orthodox) Family","10","17,050","1.74"
"Armenian Evangelical Union of North America","Evangelical Protestant","Presbyterian/Reformed Family","6","",""
"Assemblies of God International Fellowship","Evangelical Protestant","Pentecostal Family","1","",""
"Assemblies of God, General Council of the","Evangelical Protestant","Pentecostal Family","269","69,317","7.06"
"Associate Reformed Presbyterian Church (General Synod)","Evangelical Protestant","Presbyterian/Reformed Family","14","422","0.04"
"Association of Reformed Baptist Churches of America","Evangelical Protestant","Baptist Family","4","",""
"Association of Vineyard Churches","Evangelical Protestant","Pentecostal Family","17","10,406","1.06"
"Baha'i Faith","Other","Other Groups Family","39","8,061","0.82"
"Brethren Church (Ashland, Ohio)","Evangelical Protestant","Friends/Brethren Family","2","196","0.02"
"Brethren in Christ Church","Evangelical Protestant","Friends/Brethren Family","3","",""
"Buddhism, Mahayana","Buddhism","Buddhism Family","126","70,397","7.17"
"Buddhism, Theravada","Buddhism","Buddhism Family","29","19,132","1.95"
"Buddhism, Vajrayana","Buddhism","Buddhism Family","27","2,168","0.22"
"Bulgarian Eastern Orthodox Diocese of the USA, Canada, and Australia","Orthodox","Eastern Liturgical (Orthodox) Family","1","0","0.00"
"Calvary Chapel","Evangelical Protestant","Pentecostal Family","49","",""
"Catholic Church","Catholic","Catholic Liturgical Family","274","3,542,994","360.84"
"Christian and Missionary Alliance","Evangelical Protestant","Holiness Family","48","6,729","0.69"
"Christian Brethren (Plymouth Brethren)","Evangelical Protestant","Independent Fundamentalist Family","2","",""
"Christian Church (Disciples of Christ)","Mainline Protestant","Restorationists Family","79","8,290","0.84"
"Christian Churches and Churches of Christ","Evangelical Protestant","Restorationists Family","56","27,565","2.81"
"Christian Methodist Episcopal Church","Black Protestant","Methodist Family","14","3,722","0.38"
"Christian Reformed Church in North America","Evangelical Protestant","Presbyterian/Reformed Family","52","9,892","1.01"
"Church of Christ (Holiness) U.S.A","Evangelical Protestant","Holiness Family","20","",""
"Church of Christ, Scientist","Other Christians","Christian Science Family","41","",""
"Church of God (Anderson, Indiana)","Evangelical Protestant","Holiness Family","30","4,941","0.50"
"Church of God (Cleveland, Tennessee)","Evangelical Protestant","Pentecostal Family","44","4,768","0.49"
"Church of God General Conference (Abrahamic Faith, McDonough, GA)","Evangelical Protestant","Adventist Family","1","37","0.00"
"Church of God in Christ","Black Protestant","Pentecostal Family","97","25,920","2.64"
"Church of God of Prophecy","Evangelical Protestant","Pentecostal Family","23","1,174","0.12"
"Church of Jesus Christ of Latter-day Saints","Latter-day Saints","Latter-day Saints (Mormonism) Family","226","150,569","15.34"
"Church of our Lord Jesus Christ of the Apostolic Faith, Inc.","Black Protestant","Pentecostal Family","3","",""
"Church of the Brethren","Evangelical Protestant","Friends/Brethren Family","11","1,216","0.12"
"Church of the Lutheran Brethren of America","Evangelical Protestant","Lutheran Family","1","70","0.01"
"Church of the Lutheran Confession","Evangelical Protestant","Lutheran Family","1","",""
"Church of the Nazarene","Evangelical Protestant","Holiness Family","105","21,870","2.23"
"Churches of Christ","Evangelical Protestant","Restorationists Family","99","16,763","1.71"
"Communion of Reformed Evangelical Churches","Evangelical Protestant","Presbyterian/Reformed Family","1","",""
"Community of Christ","Evangelical Protestant","Latter-day Saints (Mormonism) Family","5","820","0.08"
"Conservative Baptist Association of America (CBAmerica)","Evangelical Protestant","Baptist Family","52","",""
"Conservative Congregational Christian Conference","Evangelical Protestant","Presbyterian/Reformed Family","6","4,888","0.50"
"Conservative Judaism","Judaism","Judaism Family","23","26,676","2.72"
"Conservative Lutheran Association","Evangelical Protestant","Lutheran Family","1","",""
"Conservative Mennonite Conference","Evangelical Protestant","Mennonite/Amish Family","1","80","0.01"
"Converge Worldwide","Evangelical Protestant","Baptist Family","27","6,390","0.65"
"Coptic Orthodox Church","Orthodox","Eastern Liturgical (Orthodox) Family","12","11,650","1.19"
"Episcopal Church","Mainline Protestant","Anglican/Episcopal Family","83","38,108","3.88"
"Eritrean Orthodox Church","Orthodox","Eastern Liturgical (Orthodox) Family","1","650","0.07"
"Ethiopian Orthodox Church","Orthodox","Eastern Liturgical (Orthodox) Family","3","",""
"Evangelical Covenant Church","Evangelical Protestant","Methodist Family","30","7,999","0.81"
"Evangelical Free Church of America","Evangelical Protestant","Methodist Family","33","7,305","0.74"
"Evangelical Friends Church International","Evangelical Protestant","Friends/Brethren Family","16","1,644","0.17"
"Evangelical Lutheran Church in America","Mainline Protestant","Lutheran Family","109","23,713","2.42"
"Evangelical Lutheran Synod","Evangelical Protestant","Lutheran Family","1","49","0.00"
"Evangelical Methodist Church","Evangelical Protestant","Methodist Family","2","",""
