"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"American Baptist Association","Evangelical Protestant","Baptist Family","1","206","3.13"
"American Baptist Churches in the U.S.A.","Mainline Protestant","Baptist Family","1","0","0.00"
"Assemblies of God, General Council of the","Evangelical Protestant","Pentecostal Family","5","1,008","15.31"
"Association of Vineyard Churches","Evangelical Protestant","Pentecostal Family","1","410","6.23"
"Baha'i Faith","Other","Other Groups Family","0","44","0.67"
"Calvary Chapel","Evangelical Protestant","Pentecostal Family","1","",""
"Catholic Church","Catholic","Catholic Liturgical Family","3","10,729","162.98"
"Christian Church (Disciples of Christ)","Mainline Protestant","Restorationists Family","1","0","0.00"
"Church of God (Anderson, Indiana)","Evangelical Protestant","Holiness Family","2","400","6.08"
"Church of God (Cleveland, Tennessee)","Evangelical Protestant","Pentecostal Family","2","26","0.39"
"Church of God in Christ, Mennonite","Evangelical Protestant","Mennonite/Amish Family","1","35","0.53"
"Church of Jesus Christ of Latter-day Saints","Latter-day Saints","Latter-day Saints (Mormonism) Family","5","2,915","44.28"
"Church of the Nazarene","Evangelical Protestant","Holiness Family","1","56","0.85"
"Churches of Christ","Evangelical Protestant","Restorationists Family","2","180","2.73"
"Conservative Baptist Association of America (CBAmerica)","Evangelical Protestant","Baptist Family","1","",""
"Episcopal Church","Mainline Protestant","Anglican/Episcopal Family","2","106","1.61"
"Evangelical Free Church of America","Evangelical Protestant","Methodist Family","1","",""
"Evangelical Friends Church International","Evangelical Protestant","Friends/Brethren Family","1","21","0.32"
"Full Gospel Christian Assemblies International","Evangelical Protestant","Pentecostal Family","1","300","4.56"
"General Association of Regular Baptist Churches","Evangelical Protestant","Baptist Family","1","",""
"International Church of the Foursquare Gospel","Evangelical Protestant","Pentecostal Family","1","18","0.27"
"Jehovah's Witnesses","Jehovah's Witnesses","Adventist Family","6","1,326","20.14"
"Lutheran Church-Missouri Synod (LCMS)","Evangelical Protestant","Lutheran Family","2","197","2.99"
"Non-denominational Christian Churches","Evangelical Protestant","Other Groups Family","4","710","10.79"
"Pentecostal Church of God","Evangelical Protestant","Pentecostal Family","4","",""
"Presbyterian Church (U.S.A.)","Mainline Protestant","Presbyterian/Reformed Family","2","260","3.95"
"Seventh-day Adventist Church","Evangelical Protestant","Adventist Family","2","529","8.04"
"Southern Baptist Convention","Evangelical Protestant","Baptist Family","3","185","2.81"
"Unaffiliated Conservative Mennonite (Grandview fellowship)","Evangelical Protestant","Mennonite/Amish Family","1","64","0.97"
"United Methodist Church","Mainline Protestant","Methodist Family","4","319","4.85"
" "," "," ","62.0","20,044.0"," "
