"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"African Methodist Episcopal Church","Black Protestant","Methodist Family","7","2,158","1.06"
"African Methodist Episcopal Zion Church","Black Protestant","Methodist Family","1","51","0.03"
"American Baptist Association","Evangelical Protestant","Baptist Family","5","336","0.17"
"American Baptist Churches in the U.S.A.","Mainline Protestant","Baptist Family","20","5,157","2.53"
"American Sikh Council","Other","Other Groups Family","1","",""
"Anglican Church in North America","Evangelical Protestant","Anglican/Episcopal Family","2","",""
"Antiochian Orthodox Christian Archdiocese of North America","Orthodox","Eastern Liturgical (Orthodox) Family","1","288","0.14"
"Assemblies of God, General Council of the","Evangelical Protestant","Pentecostal Family","69","13,916","6.84"
"Association of Reformed Baptist Churches of America","Evangelical Protestant","Baptist Family","1","",""
"Association of Vineyard Churches","Evangelical Protestant","Pentecostal Family","4","415","0.20"
"Baha'i Faith","Other","Other Groups Family","6","667","0.33"
"Brethren in Christ Church","Evangelical Protestant","Friends/Brethren Family","8","",""
"Buddhism, Mahayana","Buddhism","Buddhism Family","3","1,022","0.50"
"Buddhism, Theravada","Buddhism","Buddhism Family","10","7,587","3.73"
"Calvary Chapel","Evangelical Protestant","Pentecostal Family","30","",""
"Catholic Church","Catholic","Catholic Liturgical Family","55","445,334","218.81"
"Christian and Missionary Alliance","Evangelical Protestant","Holiness Family","13","1,750","0.86"
"Christian Church (Disciples of Christ)","Mainline Protestant","Restorationists Family","13","1,089","0.54"
"Christian Churches and Churches of Christ","Evangelical Protestant","Restorationists Family","15","4,269","2.10"
"Christian Methodist Episcopal Church","Black Protestant","Methodist Family","4","2,439","1.20"
"Christian Reformed Church in North America","Evangelical Protestant","Presbyterian/Reformed Family","6","2,792","1.37"
"Church of Christ (Holiness) U.S.A","Evangelical Protestant","Holiness Family","2","",""
"Church of Christ, Scientist","Other Christians","Christian Science Family","8","",""
"Church of God (Anderson, Indiana)","Evangelical Protestant","Holiness Family","6","372","0.18"
"Church of God (Cleveland, Tennessee)","Evangelical Protestant","Pentecostal Family","14","867","0.43"
"Church of God in Christ","Black Protestant","Pentecostal Family","16","3,004","1.48"
"Church of God of Prophecy","Evangelical Protestant","Pentecostal Family","8","725","0.36"
"Church of Jesus Christ of Latter-day Saints","Latter-day Saints","Latter-day Saints (Mormonism) Family","103","52,314","25.70"
"Church of the Lutheran Brethren of America","Evangelical Protestant","Lutheran Family","1","420","0.21"
"Church of the Nazarene","Evangelical Protestant","Holiness Family","33","6,811","3.35"
"Churches of Christ","Evangelical Protestant","Restorationists Family","36","3,456","1.70"
"Community of Christ","Evangelical Protestant","Latter-day Saints (Mormonism) Family","3","487","0.24"
"Conservative Baptist Association of America (CBAmerica)","Evangelical Protestant","Baptist Family","12","",""
"Conservative Judaism","Judaism","Judaism Family","2","270","0.13"
"Converge Worldwide","Evangelical Protestant","Baptist Family","5","2,190","1.08"
"Coptic Orthodox Church","Orthodox","Eastern Liturgical (Orthodox) Family","4","1,940","0.95"
"Cumberland Presbyterian Church","Evangelical Protestant","Presbyterian/Reformed Family","1","36","0.02"
"Episcopal Church","Mainline Protestant","Anglican/Episcopal Family","17","2,984","1.47"
"Evangelical Covenant Church","Evangelical Protestant","Methodist Family","2","214","0.11"
"Evangelical Free Church of America","Evangelical Protestant","Methodist Family","10","4,063","2.00"
