"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"American Baptist Churches in the U.S.A.","Mainline Protestant","Baptist Family","2","434","4.94"
"Assemblies of God, General Council of the","Evangelical Protestant","Pentecostal Family","8","451","5.13"
"Baha'i Faith","Other","Other Groups Family","0","84","0.96"
"Buddhism, Mahayana","Buddhism","Buddhism Family","6","1,185","13.49"
"Buddhism, Theravada","Buddhism","Buddhism Family","2","1,664","18.94"
"Buddhism, Vajrayana","Buddhism","Buddhism Family","4","239","2.72"
"Calvary Chapel","Evangelical Protestant","Pentecostal Family","2","",""
"Catholic Church","Catholic","Catholic Liturgical Family","11","15,081","171.69"
"Christian Church (Disciples of Christ)","Mainline Protestant","Restorationists Family","1","22","0.25"
"Church of Christ, Scientist","Other Christians","Christian Science Family","2","",""
"Church of God of Prophecy","Evangelical Protestant","Pentecostal Family","1","65","0.74"
"Church of Jesus Christ of Latter-day Saints","Latter-day Saints","Latter-day Saints (Mormonism) Family","4","2,335","26.58"
"Church of the Nazarene","Evangelical Protestant","Holiness Family","2","98","1.12"
"Churches of Christ","Evangelical Protestant","Restorationists Family","3","158","1.80"
"Conservative Baptist Association of America (CBAmerica)","Evangelical Protestant","Baptist Family","2","",""
"Episcopal Church","Mainline Protestant","Anglican/Episcopal Family","4","287","3.27"
"Evangelical Free Church of America","Evangelical Protestant","Methodist Family","1","150","1.71"
"Evangelical Lutheran Church in America","Mainline Protestant","Lutheran Family","3","383","4.36"
"Evangelical Lutheran Synod","Evangelical Protestant","Lutheran Family","1","35","0.40"
"General Association of Regular Baptist Churches","Evangelical Protestant","Baptist Family","1","",""
"Hinduism: Indian-American Hindu Temple Associations","Hinduism","Hinduism Family","2","500","5.69"
"Independent Fundamental Churches of America","Evangelical Protestant","Independent Fundamentalist Family","2","",""
"Independent Yearly Meetings of Friends","Mainline Protestant","Friends/Brethren Family","2","14","0.16"
"International Church of the Foursquare Gospel","Evangelical Protestant","Pentecostal Family","2","112","1.28"
"Jehovah's Witnesses","Jehovah's Witnesses","Adventist Family","7","",""
"Lutheran Church-Missouri Synod (LCMS)","Evangelical Protestant","Lutheran Family","3","253","2.88"
"Non-denominational Christian Churches","Evangelical Protestant","Other Groups Family","8","1,080","12.29"
"Pentecostal Church of God","Evangelical Protestant","Pentecostal Family","2","217","2.47"
"Presbyterian Church (U.S.A.)","Mainline Protestant","Presbyterian/Reformed Family","5","701","7.98"
"Seventh-day Adventist Church","Evangelical Protestant","Adventist Family","4","1,017","11.58"
"Southern Baptist Convention","Evangelical Protestant","Baptist Family","9","1,276","14.53"
"Unitarian Universalist Association","Other Christians","Liberal Family","1","7","0.08"
"United Methodist Church","Mainline Protestant","Methodist Family","8","889","10.12"
"United Pentecostal Church International","Evangelical Protestant","Pentecostal Family","3","",""
"Unity Churches, Association of","Other Christians","Other Groups Family","1","",""
" "," "," ","119.0","28,737.0"," "
