"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"American Baptist Churches in the U.S.A.","Mainline Protestant","Baptist Family","1","81","0.40"
"American Sikh Council","Other","Other Groups Family","1","",""
"Antiochian Orthodox Christian Archdiocese of North America","Orthodox","Eastern Liturgical (Orthodox) Family","1","250","1.24"
"Assemblies of God, General Council of the","Evangelical Protestant","Pentecostal Family","8","1,666","8.29"
"Baha'i Faith","Other","Other Groups Family","3","213","1.06"
"Buddhism, Mahayana","Buddhism","Buddhism Family","2","202","1.01"
"Buddhism, Theravada","Buddhism","Buddhism Family","1","1,006","5.01"
"Buddhism, Vajrayana","Buddhism","Buddhism Family","2","67","0.33"
"Calvary Chapel","Evangelical Protestant","Pentecostal Family","2","",""
"Catholic Church","Catholic","Catholic Liturgical Family","11","42,656","212.38"
"Christian and Missionary Alliance","Evangelical Protestant","Holiness Family","2","198","0.99"
"Christian Brethren (Plymouth Brethren)","Evangelical Protestant","Independent Fundamentalist Family","1","",""
"Christian Church (Disciples of Christ)","Mainline Protestant","Restorationists Family","1","472","2.35"
"Christian Reformed Church in North America","Evangelical Protestant","Presbyterian/Reformed Family","1","0","0.00"
"Church of Christ, Scientist","Other Christians","Christian Science Family","1","",""
"Church of God (Anderson, Indiana)","Evangelical Protestant","Holiness Family","2","80","0.40"
"Church of God (Cleveland, Tennessee)","Evangelical Protestant","Pentecostal Family","1","134","0.67"
"Church of God of Prophecy","Evangelical Protestant","Pentecostal Family","1","19","0.09"
"Church of Jesus Christ of Latter-day Saints","Latter-day Saints","Latter-day Saints (Mormonism) Family","9","4,839","24.09"
"Church of the Nazarene","Evangelical Protestant","Holiness Family","2","272","1.35"
"Churches of Christ","Evangelical Protestant","Restorationists Family","7","415","2.07"
"Conservative Baptist Association of America (CBAmerica)","Evangelical Protestant","Baptist Family","1","",""
"Converge Worldwide","Evangelical Protestant","Baptist Family","1","90","0.45"
"Episcopal Church","Mainline Protestant","Anglican/Episcopal Family","2","680","3.39"
"Evangelical Covenant Church","Evangelical Protestant","Methodist Family","3","1,698","8.45"
"Evangelical Friends Church International","Evangelical Protestant","Friends/Brethren Family","1","39","0.19"
"Evangelical Lutheran Church in America","Mainline Protestant","Lutheran Family","4","808","4.02"
"Evangelical Presbyterian Church (1981)","Evangelical Protestant","Presbyterian/Reformed Family","1","60","0.30"
"Federation of Zoroastrian Associations of North America","Other","Other Groups Family","0","4","0.02"
"Friends General Conference","Mainline Protestant","Friends/Brethren Family","1","57","0.28"
"General Association of Regular Baptist Churches","Evangelical Protestant","Baptist Family","1","",""
"Hinduism: Hindu Post Renaissance","Hinduism","Hinduism Family","1","77","0.38"
"Independent Yearly Meetings of Friends","Mainline Protestant","Friends/Brethren Family","1","57","0.28"
"International Church of the Foursquare Gospel","Evangelical Protestant","Pentecostal Family","3","178","0.89"
"Jehovah's Witnesses","Jehovah's Witnesses","Adventist Family","3","",""
"Lutheran Church-Missouri Synod (LCMS)","Evangelical Protestant","Lutheran Family","2","418","2.08"
"Mennonite Brethren Churches, U.S. Conference of","Evangelical Protestant","Mennonite/Amish Family","1","0","0.00"
"Muslim Estimate","Islam","Islam Family","4","4,436","22.09"
"National Association of Free Will Baptists","Evangelical Protestant","Baptist Family","1","56","0.28"
"Non-denominational Christian Churches","Evangelical Protestant","Other Groups Family","12","2,797","13.93"
"North American Baptist Conference","Evangelical Protestant","Baptist Family","1","",""
"Orthodox Church in America, The","Orthodox","Eastern Liturgical (Orthodox) Family","1","100","0.50"
"Pentecostal Church of God","Evangelical Protestant","Pentecostal Family","2","217","1.08"
"Presbyterian Church (U.S.A.)","Mainline Protestant","Presbyterian/Reformed Family","4","1,273","6.34"
"Reform Judaism","Judaism","Judaism Family","1","742","3.69"
"Seventh-day Adventist Church","Evangelical Protestant","Adventist Family","3","437","2.18"
"Southern Baptist Convention","Evangelical Protestant","Baptist Family","11","3,631","18.08"
"Unitarian Universalist Association","Other Christians","Liberal Family","1","372","1.85"
"United Catholic Church","Catholic","Other Groups Family","1","702","3.50"
"United Church of Christ","Mainline Protestant","Congregationalists (United Church of Christ) Family","2","265","1.32"
"United Methodist Church","Mainline Protestant","Methodist Family","4","1,200","5.97"
"United Pentecostal Church International","Evangelical Protestant","Pentecostal Family","3","",""
"Unity Churches, Association of","Other Christians","Other Groups Family","1","",""
" "," "," ","138.0","72,964.0"," "
