"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"Anglican Church in North America","Evangelical Protestant","Anglican/Episcopal Family","2","",""
"Assemblies of God, General Council of the","Evangelical Protestant","Pentecostal Family","13","5,256","15.08"
"Association of Vineyard Churches","Evangelical Protestant","Pentecostal Family","2","294","0.84"
"Baha'i Faith","Other","Other Groups Family","4","233","0.67"
"Buddhism, Mahayana","Buddhism","Buddhism Family","1","1,250","3.59"
"Calvary Chapel","Evangelical Protestant","Pentecostal Family","6","",""
"Catholic Church","Catholic","Catholic Liturgical Family","12","51,342","147.35"
"Christian and Missionary Alliance","Evangelical Protestant","Holiness Family","3","364","1.04"
"Christian Church (Disciples of Christ)","Mainline Protestant","Restorationists Family","2","93","0.27"
"Christian Churches and Churches of Christ","Evangelical Protestant","Restorationists Family","3","6,134","17.60"
"Christian Reformed Church in North America","Evangelical Protestant","Presbyterian/Reformed Family","1","245","0.70"
"Church of Christ, Scientist","Other Christians","Christian Science Family","2","",""
"Church of God (Anderson, Indiana)","Evangelical Protestant","Holiness Family","2","0","0.00"
"Church of God (Cleveland, Tennessee)","Evangelical Protestant","Pentecostal Family","1","45","0.13"
"Church of God of Prophecy","Evangelical Protestant","Pentecostal Family","1","28","0.08"
"Church of Jesus Christ of Latter-day Saints","Latter-day Saints","Latter-day Saints (Mormonism) Family","33","15,179","43.56"
"Church of the Nazarene","Evangelical Protestant","Holiness Family","3","741","2.13"
"Churches of Christ","Evangelical Protestant","Restorationists Family","6","585","1.68"
"Conservative Baptist Association of America (CBAmerica)","Evangelical Protestant","Baptist Family","3","",""
"Converge Worldwide","Evangelical Protestant","Baptist Family","1","90","0.26"
"Episcopal Church","Mainline Protestant","Anglican/Episcopal Family","5","1,062","3.05"
"Evangelical Covenant Church","Evangelical Protestant","Methodist Family","7","13,649","39.17"
"Evangelical Free Church of America","Evangelical Protestant","Methodist Family","2","460","1.32"
"Evangelical Lutheran Church in America","Mainline Protestant","Lutheran Family","6","2,176","6.25"
"Evangelical Presbyterian Church (1981)","Evangelical Protestant","Presbyterian/Reformed Family","1","1,449","4.16"
"Federation of Zoroastrian Associations of North America","Other","Other Groups Family","0","4","0.01"
"Fellowship of Grace Brethren Churches","Mainline Protestant","Friends/Brethren Family","2","",""
"Free Methodist Church – USA","Evangelical Protestant","Holiness Family","2","32","0.09"
"General Association of Regular Baptist Churches","Evangelical Protestant","Baptist Family","1","",""
"General Conference of the Church of God (Seventh Day)","Evangelical Protestant","Adventist Family","1","",""
"Greek Orthodox Archdiocese of America","Orthodox","Eastern Liturgical (Orthodox) Family","1","400","1.15"
"Hinduism: Indian-American Hindu Temple Associations","Hinduism","Hinduism Family","1","250","0.72"
"Independent Fundamental Churches of America","Evangelical Protestant","Independent Fundamentalist Family","1","",""
"International Church of the Foursquare Gospel","Evangelical Protestant","Pentecostal Family","6","475","1.36"
"Jehovah's Witnesses","Jehovah's Witnesses","Adventist Family","9","",""
"Lutheran Church-Missouri Synod (LCMS)","Evangelical Protestant","Lutheran Family","3","927","2.66"
"National Spiritualist Association of Churches","Other","Spiritualist Family","2","",""
"Non-denominational Christian Churches","Evangelical Protestant","Other Groups Family","35","19,781","56.77"
"North American Baptist Conference","Evangelical Protestant","Baptist Family","6","1,275","3.66"
"Open Bible Churches","Evangelical Protestant","Pentecostal Family","1","34","0.10"
"Orthodox Judaism","Judaism","Judaism Family","1","60","0.17"
"Orthodox Presbyterian Church","Evangelical Protestant","Presbyterian/Reformed Family","1","181","0.52"
"Pentecostal Church of God","Evangelical Protestant","Pentecostal Family","2","217","0.62"
"Presbyterian Church (U.S.A.)","Mainline Protestant","Presbyterian/Reformed Family","2","619","1.78"
"Presbyterian Church in America","Evangelical Protestant","Presbyterian/Reformed Family","1","665","1.91"
"Reform Judaism","Judaism","Judaism Family","1","343","0.98"
"Salvation Army","Evangelical Protestant","Holiness Family","2","274","0.79"
"Seventh-day Adventist Church","Evangelical Protestant","Adventist Family","9","2,524","7.24"
"Southern Baptist Convention","Evangelical Protestant","Baptist Family","16","1,655","4.75"
"Unitarian Universalist Association","Other Christians","Liberal Family","1","143","0.41"
"United Church of Christ","Mainline Protestant","Congregationalists (United Church of Christ) Family","4","591","1.70"
"United Methodist Church","Mainline Protestant","Methodist Family","10","1,835","5.27"
"United Pentecostal Church International","Evangelical Protestant","Pentecostal Family","4","",""
"Unity Churches, Association of","Other Christians","Other Groups Family","2","",""
"Wesleyan Church","Evangelical Protestant","Holiness Family","4","527","1.51"
"Wisconsin Evangelical Lutheran Synod","Evangelical Protestant","Lutheran Family","1","228","0.65"
" "," "," ","254.0","133,715.0"," "
