"Religious Bodies","Tradition","Family","Congregations","Adherents","Adherence Rate"
"American Baptist Association","Evangelical Protestant","Baptist Family","4","402","2.99"
"American Baptist Churches in the U.S.A.","Mainline Protestant","Baptist Family","2","514","3.82"
"Apostolic Faith Mission of Portland, Oregon","Evangelical Protestant","Pentecostal Family","1","41","0.30"
"Assemblies of God, General Council of the","Evangelical Protestant","Pentecostal Family","16","1,228","9.12"
"Association of Vineyard Churches","Evangelical Protestant","Pentecostal Family","2","148","1.10"
"Baha'i Faith","Other","Other Groups Family","1","127","0.94"
"Buddhism, Mahayana","Buddhism","Buddhism Family","7","389","2.89"
"Buddhism, Vajrayana","Buddhism","Buddhism Family","3","150","1.11"
"Calvary Chapel","Evangelical Protestant","Pentecostal Family","3","",""
"Catholic Church","Catholic","Catholic Liturgical Family","13","9,901","73.55"
"Christian Brethren (Plymouth Brethren)","Evangelical Protestant","Independent Fundamentalist Family","1","",""
"Christian Church (Disciples of Christ)","Mainline Protestant","Restorationists Family","1","36","0.27"
"Christian Churches and Churches of Christ","Evangelical Protestant","Restorationists Family","2","95","0.71"
"Church of Christ, Scientist","Other Christians","Christian Science Family","3","",""
"Church of God (Cleveland, Tennessee)","Evangelical Protestant","Pentecostal Family","3","97","0.72"
"Church of Jesus Christ of Latter-day Saints","Latter-day Saints","Latter-day Saints (Mormonism) Family","7","3,557","26.42"
"Church of the Nazarene","Evangelical Protestant","Holiness Family","4","868","6.45"
"Churches of Christ","Evangelical Protestant","Restorationists Family","5","215","1.60"
"Community of Christ","Evangelical Protestant","Latter-day Saints (Mormonism) Family","1","158","1.17"
"Conservative Baptist Association of America (CBAmerica)","Evangelical Protestant","Baptist Family","2","",""
"Episcopal Church","Mainline Protestant","Anglican/Episcopal Family","4","627","4.66"
"Evangelical Covenant Church","Evangelical Protestant","Methodist Family","1","185","1.37"
"Evangelical Free Church of America","Evangelical Protestant","Methodist Family","2","610","4.53"
"Evangelical Lutheran Church in America","Mainline Protestant","Lutheran Family","6","591","4.39"
"General Association of Regular Baptist Churches","Evangelical Protestant","Baptist Family","3","",""
"Hinduism: Hindu Post Renaissance","Hinduism","Hinduism Family","1","77","0.57"
"Hinduism: Hindu Renaissance","Hinduism","Hinduism Family","2","387","2.87"
"Independent Fundamental Churches of America","Evangelical Protestant","Independent Fundamentalist Family","1","",""
"Independent Yearly Meetings of Friends","Mainline Protestant","Friends/Brethren Family","2","20","0.15"
"International Church of the Foursquare Gospel","Evangelical Protestant","Pentecostal Family","4","602","4.47"
"Jehovah's Witnesses","Jehovah's Witnesses","Adventist Family","5","",""
"Lutheran Church-Missouri Synod (LCMS)","Evangelical Protestant","Lutheran Family","3","286","2.12"
"Lutheran Congregations in Mission for Christ","Evangelical Protestant","Lutheran Family","1","38","0.28"
"Non-denominational Christian Churches","Evangelical Protestant","Other Groups Family","11","872","6.48"
"Orthodox Church in America, The","Orthodox","Eastern Liturgical (Orthodox) Family","1","65","0.48"
"Pentecostal Church of God","Evangelical Protestant","Pentecostal Family","4","435","3.23"
"Presbyterian Church (U.S.A.)","Mainline Protestant","Presbyterian/Reformed Family","13","1,065","7.91"
"Reform Judaism","Judaism","Judaism Family","1","340","2.53"
"Salvation Army","Evangelical Protestant","Holiness Family","1","163","1.21"
"Seventh-day Adventist Church","Evangelical Protestant","Adventist Family","5","1,072","7.96"
"Southern Baptist Convention","Evangelical Protestant","Baptist Family","15","1,824","13.55"
"Unitarian Universalist Association","Other Christians","Liberal Family","1","188","1.40"
"United Church of Christ","Mainline Protestant","Congregationalists (United Church of Christ) Family","1","116","0.86"
"United Methodist Church","Mainline Protestant","Methodist Family","4","1,395","10.36"
"United Pentecostal Church International","Evangelical Protestant","Pentecostal Family","2","",""
"Unity Churches, Association of","Other Christians","Other Groups Family","1","",""
"Wesleyan Church","Evangelical Protestant","Holiness Family","1","75","0.56"
" "," "," ","177.0","28,959.0"," "
